,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit-Builder Loan,Personal Loan,Debt Consolidation Loan,Student Loan,Payday Loan,Mortgage Loan,Auto Loan,Home Equity Loan,High_spent_Medium_value_payments,High_spent_Small_value_payments,Low_spent_Large_value_payments,Low_spent_Medium_value_payments,Low_spent_Small_value_payments,Credit_Score
64442,37824.96,3,6,3,-100.0,13,12.0,4.09,3.0,2.0,568.59,22.97218964843068,324.0,0,115.2136191146797,10000.0,333.06173020752203,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,2
64443,37824.96,3,6,3,4.0,15,12.0,8.09,3.0,2.0,568.59,37.49741310603369,325.0,0,382.1898664168457,79.98599141610009,365.2083894692202,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,2
64444,37824.96,3,6,3,4.0,13,14.0,5.09,3.0,1.0,568.59,25.949392023816003,326.0,0,382.1898664168457,10000.0,402.55160503522416,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,1
64445,37824.96,3,6,3,4.0,13,19.0,4.09,3.0,2.0,568.59,36.26575753401887,327.0,0,382.1898664168457,153.44767827352453,321.7467026117958,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
64446,37824.96,3,6,3,4.0,13,12.0,4.09,3.0,2.0,568.59,28.586522826041413,328.0,0,382.1898664168457,132.98769518053942,352.2066857047808,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,2
64447,37824.96,3,6,3,4.0,14,12.0,3.09,4.0,1.0,568.59,24.115905608471245,329.0,0,382.1898664168457,48.21745086858668,396.9769300167336,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,2
64448,9607.53,3,3,22,5.0,19,14.0,7.63,5.0,1.0,2282.28,34.0016536150157,203.0,0,22.125548791257163,10000.0,279.15389614643766,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0
64449,9607.53,3,3,22,5.0,19,14.0,7.63,5.0,1.0,2282.28,36.62728866404785,204.0,1,22.125548791257163,10000.0,312.3591088449194,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0
64450,9607.53,2,2,22,5.0,19,14.0,7.63,8.0,1.0,2282.28,25.67739131846207,191.0,1,22.125548791257163,45.670108808914826,320.467092399828,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0
64451,9607.53,2,2,22,5.0,19,11.0,7.63,8.0,1.0,2282.28,35.38707614318836,206.0,1,22.125548791257163,98.18307769157587,267.95412351716703,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0
64452,9607.53,2,2,22,5.0,19,14.0,7.63,8.0,1.0,2282.28,36.49522733480984,207.0,1,22.125548791257163,51.39800628711853,314.73919492162435,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
64453,9607.53,2,2,22,5.0,19,19.0,7.63,8.0,1.0,2282.28,26.84390571773481,208.0,1,22.125548791257163,36.289941446810396,329.84725976193243,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0
64454,9607.53,2,2,22,5.0,19,13.0,7.63,8.0,1.0,2282.28,22.86970260647872,209.0,1,22.125548791257163,70.21487254203471,295.9223286667081,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0
64455,9607.53,2,2,22,5.0,19,11.0,7.63,8.0,1.0,2282.28,28.146849174996728,210.0,1,22.125548791257163,39.222549403926564,296.91465180481634,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0
64456,92459.1,3,3,9,2.0,19,19.0,3.01,2.0,1.0,1282.53,26.780442544365183,187.0,0,142.79428430002483,495.1375698848574,383.4606458151178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1
64457,92459.1,3,3,9,2.0,19,13.0,-2.99,7.0,1.0,1282.53,26.061117579860984,188.0,0,142.79428430002483,289.16031327757986,599.4379024223954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1
64458,92459.1,3,3,9,2.0,19,13.0,3.01,7.0,1.0,1282.53,36.11495192832211,189.0,0,142.79428430002483,345.2890789476812,523.3091367522942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1
64459,92459.1,3,3,9,2.0,24,19.0,3.01,7.0,1.0,1282.53,31.080009594770377,190.0,0,142.79428430002483,186.1224884201042,652.4757272798712,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1
64460,92459.1,3,3,9,2.0,22,11.0,-3.99,7.0,1.0,1282.53,38.42400026349112,191.0,0,142.79428430002483,145.10536889239438,703.4928468075809,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,2
64461,92459.1,3,3,9,2.0,19,13.0,3.01,7.0,1.0,1282.53,26.09895252531107,192.0,0,142.79428430002483,10000.0,121.26922461988623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,2
64462,92459.1,3,3,9,2.0,19,13.0,10.01,7.0,1.0,1282.53,26.242886537936062,193.0,0,142.79428430002483,10000.0,659.182806051112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1
64463,92459.1,3,3,9,2.0,19,13.0,3.01,7.0,1.0,1282.53,42.668757481131465,194.0,0,142.79428430002483,161.25887600116792,697.3393396988074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,2
64464,68917.94,5,2,11,0.0,0,10.0,2.19,4.0,2.0,1263.18,39.34478122162172,191.0,0,0.0,217.41120648342857,582.4049601832381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2
64465,68917.94,5,2,11,0.0,0,10.0,2.19,4.0,2.0,1263.18,33.79711584112833,209.0,0,0.0,43.712671359356285,746.1034953073104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
64466,68917.94,5,2,11,0.0,0,10.0,2.19,4.0,2.0,1263.18,29.729004062843533,210.0,0,0.0,122.83958351719104,676.9765831494758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2
64467,68917.94,5,2,11,0.0,0,10.0,2.19,4.0,2.0,1263.18,30.175552117738803,211.0,0,0.0,92.24738595920844,697.5687807074582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
64468,68917.94,5,2,11,0.0,3,10.0,2.19,4.0,2.0,1263.18,40.186650429915424,212.0,0,0.0,154.55000425703545,645.2661624096313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2
64469,68917.94,5,2,11,0.0,0,10.0,2.19,4.0,1.0,1263.18,27.12853677220737,213.0,0,0.0,215.3770222184344,594.4391444482324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2
64470,68917.94,5,2,11,0.0,-2,8.0,2.19,4.0,2.0,1263.18,32.63971153897758,214.0,0,0.0,298.3344706504588,511.48169601620793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2
64471,68917.94,5,2,11,0.0,0,10.0,0.18999999999999995,4.0,2.0,1263.18,36.6196964373169,215.0,0,0.0,162.17299074339152,637.6431759232752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2
64472,75436.72,7,9,18,7.0,14,24.0,2.81,7.0,0.0,2504.59,34.766712234310695,158.0,0,329.66645836320174,135.21563367319862,380.3572412969329,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0
64473,75436.72,7,9,18,7.0,17,20.0,2.81,7.0,0.0,2504.59,35.232049656374585,159.0,1,329.66645836320174,139.73317838283128,375.83969658730035,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0
64474,75436.72,7,9,18,7.0,17,23.0,6.8100000000000005,7.0,0.0,2504.59,24.58775948526958,160.0,1,329.66645836320174,168.60320235117956,356.969672618952,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0
64475,75436.72,7,9,3862,7.0,12,19.0,2.81,7.0,0.0,2504.59,37.396534265507285,161.0,1,329.66645836320174,10000.0,313.33611383767203,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0
64476,75436.72,7,9,18,7.0,17,19.0,2.81,7.0,0.0,2504.59,39.573631912960586,191.0,1,329.66645836320174,51.082121844528636,464.49075312560296,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0
64477,75436.72,7,9,18,7.0,17,22.0,2.81,7.0,1.0,2504.59,26.999338262032445,163.0,1,329.66645836320174,10000.0,161.5136071454874,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0
64478,75436.72,7,9,18,7.0,17,22.0,2.81,8.0,0.0,2504.59,31.53894328002214,164.0,1,329.66645836320174,46.9938902138136,468.578984756318,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0
64479,75436.72,7,9,18,7.0,17,22.0,2.81,4.0,0.0,2504.59,31.01313733476133,165.0,0,329.66645836320174,383.6157325482797,171.95714242185187,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0
64480,28690.97,4,4,13,0.0,14,12.0,12.28,5.0,1.0,839.77,27.76153055823672,211.0,1,0.0,68.46892053887291,467.3224961277938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
64481,28690.97,4,4,13,0.0,16,12.0,12.28,5.0,1.0,839.77,37.44704399996645,212.0,1,23471.0,345.31544485856864,210.47597180809802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64482,28690.97,4,4,13,0.0,14,12.0,12.28,5.0,1.0,839.77,32.478985874737155,213.0,1,0.0,143.80772149578848,401.9836951708782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
64483,28690.97,4,4,13,0.0,14,12.0,12.28,10.0,1.0,839.77,33.13901495145281,214.0,0,0.0,177.65302306153802,358.1383936051287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64484,28690.97,4,4,13,0.0,14,11.0,12.28,10.0,1.0,839.77,24.431069277432535,215.0,1,0.0,333.4959004361036,222.2955162305631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64485,28690.97,4,4,13,0.0,17,12.0,12.28,10.0,1.0,839.77,27.741121383507,216.0,1,0.0,139.43688650506226,386.3545301616044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
64486,28690.97,4,4,13,0.0,14,12.0,12.28,10.0,1.0,839.77,31.59879810463878,217.0,1,0.0,55.3841911748217,450.407225491845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
64487,28690.97,4,4,13,0.0,14,9.0,12.28,10.0,1.0,839.77,37.24478192449418,218.0,1,0.0,286.3756608810972,269.4157557855695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64488,9464.405,8,9,19,9.0,56,16.0,27.98,7.0,0.0,3814.48,22.913400191039944,141.0,1,64.82523997580627,10000.0,259.90479285976033,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1
64489,9464.405,8,9,19,9.0,56,17.0,26.98,4.0,0.0,3814.48,38.949886099068365,142.0,1,64.82523997580627,76.17487456825539,236.569927122605,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1
64490,9464.405,8,9,19,9.0,52,16.0,27.98,7.0,0.0,3814.48,33.90230750520059,143.0,1,64.82523997580627,92.7076895806798,220.0371121101806,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1
64491,9464.405,8,9,19,9.0,55,16.0,27.98,7.0,0.0,3814.48,29.789103169560253,191.0,1,64.82523997580627,13.45358023146783,259.29122145939255,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1
64492,9464.405,8,9,19,9.0,56,16.0,27.98,7.0,1.0,3814.48,32.79189316587379,145.0,1,64.82523997580627,76.7548813758039,215.9899203150565,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1
64493,9464.405,8,9,19,9.0,53,16.0,27.98,10.0,0.0,3814.48,36.78802888253162,146.0,0,64.82523997580627,107.4625328388967,205.2822688519637,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1
64494,9464.405,8,9,19,9.0,56,15.0,27.98,10.0,0.0,3814.48,25.617736958872943,191.0,1,64946.0,27.45010973420686,255.29469195665357,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1
64495,9464.405,8,9,19,9.0,56,16.0,27.98,10.0,0.0,3814.48,33.171556265934555,148.0,1,64.82523997580627,45.365390226340644,257.37941146451976,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,1,0,1
64496,64416.46,5,3,14,4.0,2,11.0,9.03,1.0,1.0,758.45,34.08782467772741,346.0,1,130.38213590635928,533.9670475694353,165.05464985753872,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,1
64497,64416.46,5,3,14,4.0,7,13.0,9.03,1.0,1.0,758.45,33.937116822815696,347.0,1,130.38213590635928,95.03474735924372,573.9869500677303,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,1
64498,64416.46,5,3,14,4.0,6,11.0,16.03,1.0,1.0,758.45,37.35329448510532,348.0,1,130.38213590635928,157.54544509772384,511.4762523292502,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1
64499,64416.46,5,3,14,4.0,6,11.0,9.03,1.0,1.0,758.45,36.72168111867956,349.0,1,130.38213590635928,173.99838755409996,505.02330987287405,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0
64500,64416.46,5,3,14,4.0,6,11.0,9.03,1.0,1.0,758.45,33.096482565070296,350.0,1,130.38213590635928,284.23192452895063,414.7897728980234,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,0
64501,64416.46,5,3,14,4.0,5,13.0,5.0299999999999985,1.0,1.0,758.45,33.03232866363822,351.0,1,130.38213590635928,211.17870199958745,487.84299542738665,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,1
64502,64416.46,5,3,14,-100.0,10,9.0,7.0299999999999985,1.0,1.0,758.45,25.06443731571799,352.0,1,130.38213590635928,365.133598244212,333.88809918276195,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,1,0,1
64503,64416.46,5,3,14,4.0,11,11.0,9.03,4.0,1.0,758.45,34.971553841245004,353.0,0,130.38213590635928,640.5453265350983,68.47637089187583,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,1,1
64504,7991.33,8,6,25,-100.0,58,27.0,5.59,6.0,1.0,2870.09,33.5966402847371,47.0,1,43.36129547348475,60.95518261245473,259.3779385807272,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0
64505,7991.33,8,6,25,7.0,58,24.0,5.59,6.0,1.0,2870.09,38.42032716259629,191.0,1,43.36129547348475,16.117332537985654,264.21578865519626,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0
64506,7991.33,8,6,25,7.0,58,26.0,5.59,6.0,0.0,2870.09,30.58979779329928,49.0,1,43.36129547348475,81.26482357227323,239.06829762090862,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0
64507,7991.33,8,6,25,7.0,58,22.0,5.59,9.0,0.0,2870.09,36.05663193436763,50.0,1,51384.0,52.243934937507525,268.0891862556744,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0
64508,7991.33,8,6,25,7.0,58,24.0,7.59,9.0,0.0,2870.09,32.35953272809701,51.0,1,43.36129547348475,41.229288169135735,249.10383302404617,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0,0,0
64509,7991.33,8,6,25,7.0,58,21.0,5.59,9.0,0.0,2870.09,38.031557292842045,52.0,1,43.36129547348475,36.79713482504605,283.53598636813587,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0
64510,7991.33,8,6,25,7.0,58,22.0,8.22,4.0,0.0,2870.09,34.634218408718354,53.0,1,43.36129547348475,16.338000082232785,263.99512111094907,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,1
64511,7991.33,8,6,25,7.0,58,24.0,5.59,9.0,1.0,2870.09,32.29948996437873,54.0,1,43.36129547348475,0.0,265.15718266124486,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1
64512,7798.79,8,8,32,7.0,20,16.0,8.39,6.0,1.0,2281.65,37.68963077691185,203.0,1,29.56821574560457,56.234368044692154,282.78733287636993,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0
64513,7798.79,8,8,32,7.0,15,16.0,8.39,6.0,1.0,2281.65,25.6979417859298,204.0,1,26513.0,108.67026554690113,240.35143537416096,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0
64514,7798.79,8,8,32,7.0,18,18.0,8.39,7.0,1.0,2281.65,24.043399757773727,205.0,0,29.56821574560457,37.2668496159821,301.75485130507997,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0
64515,7798.79,8,8,32,7.0,18,16.0,8.39,7.0,1.0,2281.65,24.191261690804076,206.0,1,29.56821574560457,39.39053835500936,309.63116256605275,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0
64516,7798.79,8,8,32,7.0,18,16.0,8.39,7.0,1.0,2281.65,27.91195894755392,207.0,1,29.56821574560457,41.4046240426929,277.6170768783692,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0
64517,7798.79,8,8,32,7.0,18,15.0,1.3900000000000006,7.0,1.0,2281.65,32.0487586596576,208.0,1,29.56821574560457,94.4489315420668,254.57276937899533,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0
64518,7798.79,8,1023,32,7.0,15,19.0,8.39,2531.0,1.0,2281.65,35.4034870834054,209.0,1,29.56821574560457,91.53455866227085,257.48714225879127,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,0
64519,7798.79,8,8,32,7.0,18,18.0,8.39,7.0,1.0,2281.65,34.12390068914946,210.0,1,29.56821574560457,29.51830054788519,309.50340037317693,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0
64520,11949.505,6,6,18,2.0,20,11.0,12.32,1.0,1.0,664.23,37.066697790147465,191.0,1,19.88405275701032,40.92027607816205,306.67487949816103,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64521,11949.505,6,6,18,2.0,15,10.0,12.32,1.0,1.0,664.23,26.723229450553283,293.0,0,19.88405275701032,59.719162910322545,267.87599266600046,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
64522,11949.505,6,6,18,2.0,18,12.0,12.32,3.0,1.0,664.23,24.48022542186469,294.0,1,74423.0,28.60866050195441,288.98649507436863,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
64523,11949.505,6,6,18,2.0,20,10.0,14.32,3.0,1.0,664.23,32.77808896231576,295.0,1,19.88405275701032,18.037254792472407,299.55790078385064,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
64524,11949.505,6,6,18,2.0,20,10.0,12.32,3.0,1.0,664.23,30.42131908142992,296.0,1,19.88405275701032,55.80839877787571,291.7867567984473,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64525,11949.505,6,6,18,-100.0,16,13.0,12.32,3.0,1.0,664.23,33.898022491707,297.0,1,19.88405275701032,50.45568341001513,297.1394721663079,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64526,11949.505,6,6,18,2.0,20,19.0,12.32,3.0,1.0,664.23,40.46810470487978,298.0,1,19.88405275701032,65.42068909158013,272.1744664847429,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2
64527,11949.505,6,6,18,2.0,21,8.0,12.32,3.0,1.0,664.23,36.38903421191754,299.0,1,19.88405275701032,29.32462811112461,278.2705274651984,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2
64528,32300.85,5,4,12,3.0,24,10.0,19.3,0.0,1.0,298.85,39.51885876486232,353.0,1,71.33363564953069,159.9010466646166,332.73906768585283,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64529,32300.85,5,4,12,3.0,24,15.0,15.3,0.0,1.0,298.85,33.718483710345545,354.0,1,71.33363564953069,186.98682451404633,305.65328983642297,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64530,32300.85,5,4,12,3.0,21,15.0,20.3,0.0,1.0,298.85,39.32320800400816,191.0,1,71.33363564953069,231.77776038328582,240.86235396718348,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
64531,32300.85,5,4,12,3.0,19,13.0,15.3,0.0,1.0,298.85,36.854115983282654,356.0,1,71.33363564953069,102.11106365073398,390.5290506997354,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64532,32300.85,5,4,12,3.0,24,13.0,11.3,0.0,1.0,298.85,31.449381096487443,357.0,0,71.33363564953069,174.47814779308982,298.1619665573795,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64533,32300.85,6,5,12,3.0,24,10.0,15.3,0.0,1.0,298.85,27.975638390468248,358.0,1,71.33363564953069,106.99087584342941,385.64923850703985,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
64534,952323.0,6,5,12,3.0,24,19.0,15.3,0.0,1.0,298.85,37.48328790397724,359.0,1,71.33363564953069,190.11507482102022,272.52503952944915,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2
64535,32300.85,6,5,12,3.0,24,19.0,8.22,0.0,1.0,298.85,33.45911725364179,360.0,1,71.33363564953069,96.85149887850314,355.78861547196624,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,2
64536,29902.22,6,3,12,3.0,9,10.0,9.57,0.0,1.0,533.71,28.449958526941785,236.0,1,66.21032709571732,173.75926050258002,273.11557906836936,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
64537,29902.22,1798,3,12,3.0,9,12.0,14.57,0.0,1.0,533.71,34.38024814341069,237.0,1,66.21032709571732,282.83977688221506,164.03506268873434,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
64538,29902.22,6,3,12,3.0,9,12.0,9.57,0.0,1.0,533.71,38.70039368096253,238.0,1,66.21032709571732,141.6147987112849,275.2600408596645,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
64539,29902.22,6,3,12,3.0,12,12.0,9.57,0.0,1.0,533.71,31.355522813799748,239.0,1,66.21032709571732,47.77036669728128,359.10447287366816,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
64540,29902.22,6,3,12,3.0,9,9.0,9.57,0.0,1.0,533.71,31.2774058243872,240.0,1,66.21032709571732,115.02505043046536,321.84978914048406,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1
64541,29902.22,6,3,12,3.0,5,10.0,9.57,0.0,1.0,533.71,32.290532245932376,241.0,1,66.21032709571732,204.57678263227075,222.2980569386787,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,1
64542,29902.22,6,3,12,3.0,9,19.0,15.57,0.0,1.0,533.71,25.404598071722717,242.0,0,66.21032709571732,205.67758345658862,241.1972561143608,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
64543,29902.22,6,3,12,3.0,9,13.0,9.57,0.0,1.0,533.71,38.3218305566926,191.0,1,66.21032709571732,44.11332027545772,352.7615192954917,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
64544,78096.39,8,5,10,2.0,26,12.0,18.51,4.0,1.0,214.94,29.65828532398541,232.0,1,61395.0,415.245801400994,412.6405329053749,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
64545,78096.39,8,5,10,2.0,26,11.0,11.51,4.0,1.0,214.94,33.87363388954616,233.0,0,85.91691569363114,205.7713770146736,602.1149572916954,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
64546,78096.39,8,5,10,2.0,28,9.0,11.51,4.0,1.0,214.94,25.732949610623105,234.0,1,85.91691569363114,58.79239772346557,739.0939365829033,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
64547,78096.39,8,1326,10,2.0,26,12.0,11.51,4.0,1.0,214.94,28.9061664420484,235.0,1,85.91691569363114,106.81690345714253,691.0694308492264,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
64548,78096.39,8,5,10,2.0,26,12.0,7.51,4.0,1.0,214.94,37.9882471509521,191.0,1,85.91691569363114,375.04178806179465,442.8445462445742,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
64549,78096.39,8,5,10,2.0,26,12.0,11.51,4.0,1.0,214.94,39.62908588575086,237.0,1,85.91691569363114,82.98588452993245,714.9004497764365,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
64550,78096.39,8,5,10,2.0,26,12.0,11.51,9.0,1.0,214.94,23.113480859083325,238.0,1,85.91691569363114,10000.0,248.29089788458649,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
64551,78096.39,8,5,10,2.0,26,15.0,11.51,9.0,1.0,214.94,36.02412187924336,239.0,1,85.91691569363114,10000.0,647.0857955294964,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
64552,56580.63,6,5,23,2.0,22,9.0,14.98,10.0,1.0,1784.38,32.879898953161465,73.0,1,92.73864405350108,166.37368711274902,466.8929188337498,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0
64553,56580.63,6,5,23,2.0,22,19.0,14.98,10.0,1.0,1784.38,24.28968234788157,74.0,1,92.73864405350108,181.4279305645913,481.83867538190765,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0
